picture,time,user_agent,ip
kitten2,2019-02-26 19:32:16.172398,"User-Agent,Mozilla/5.0 (Android; Mobile; rv:28.0) Gecko/28.0 Firefox/28.0",77.140.71.96
kitten2,2019-02-26 19:32:16.216626,"User-Agent,Mozilla/5.0 (Android; Mobile; rv:28.0) Gecko/28.0 Firefox/28.0",77.140.71.96
kitten3,2019-02-26 19:32:16.260065,"User-Agent,Mozilla/5.0 (Android; Mobile; rv:28.0) Gecko/28.0 Firefox/28.0",77.140.71.96
puppy2,2019-02-26 19:32:16.304633,"User-Agent,Mozilla/5.0 (Android; Mobile; rv:28.0) Gecko/28.0 Firefox/28.0",77.140.71.96
puppy2,2019-02-26 19:32:16.348263,"User-Agent,Mozilla/5.0 (Android; Mobile; rv:28.0) Gecko/28.0 Firefox/28.0",77.140.71.96
puppy3,2019-02-26 19:32:16.392098,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",115.152.33.100
puppy2,2019-02-26 19:32:16.436215,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",115.152.33.100
kitten2,2019-02-26 19:32:16.480470,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",115.152.33.100
kitten1,2019-02-26 19:32:16.524423,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",115.152.33.100
puppy1,2019-02-26 19:32:16.567762,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",115.152.33.100
kitten2,2019-02-26 19:32:16.689705,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",115.152.33.100
kitten1,2019-02-26 19:32:16.735431,"User-Agent,""Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; NOKIA; Lumia 735) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Mobile Safari/537.36 Edge/12.0",253.156.176.246
puppy3,2019-02-26 19:32:16.779266,"User-Agent,""Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; NOKIA; Lumia 735) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Mobile Safari/537.36 Edge/12.0",253.156.176.246
kitten1,2019-02-26 19:32:16.826944,"User-Agent,""Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; NOKIA; Lumia 735) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Mobile Safari/537.36 Edge/12.0",253.156.176.246
kitten3,2019-02-26 19:32:16.871173,"User-Agent,""Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; NOKIA; Lumia 735) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Mobile Safari/537.36 Edge/12.0",253.156.176.246
puppy1,2019-02-26 19:32:16.915179,"User-Agent,""Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; NOKIA; Lumia 735) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Mobile Safari/537.36 Edge/12.0",253.156.176.246
kitten1,2019-02-26 19:32:16.958807,"User-Agent,""Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; NOKIA; Lumia 735) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Mobile Safari/537.36 Edge/12.0",253.156.176.246
kitten3,2019-02-26 19:32:17.002111,"User-Agent,""Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; NOKIA; Lumia 735) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Mobile Safari/537.36 Edge/12.0",253.156.176.246
puppy1,2019-02-26 19:32:17.047280,"User-Agent,""Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; NOKIA; Lumia 735) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Mobile Safari/537.36 Edge/12.0",253.156.176.246
puppy2,2019-02-26 19:32:17.091360,"User-Agent,""Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; NOKIA; Lumia 735) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Mobile Safari/537.36 Edge/12.0",253.156.176.246
puppy3,2019-02-26 19:32:17.134621,"User-Agent,""Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; NOKIA; Lumia 735) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Mobile Safari/537.36 Edge/12.0",253.156.176.246
kitten3,2019-02-26 19:32:17.177580,"User-Agent,""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/10.10 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30",35.160.216.146
puppy3,2019-02-26 19:32:17.221004,"User-Agent,""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/10.10 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30",35.160.216.146
kitten1,2019-02-26 19:32:17.264667,"User-Agent,""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/10.10 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30",35.160.216.146
kitten1,2019-02-26 19:32:17.307474,"User-Agent,""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/10.10 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30",35.160.216.146
kitten1,2019-02-26 19:32:17.351336,"User-Agent,""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/10.10 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30",35.160.216.146
puppy1,2019-02-26 19:32:17.396675,"User-Agent,""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/10.10 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30",35.160.216.146
puppy1,2019-02-26 19:32:17.440779,"User-Agent,""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2376.0 Safari/537.36 OPR/31.0.1857.0",49.177.18.176
puppy3,2019-02-26 19:32:17.484710,"User-Agent,""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2376.0 Safari/537.36 OPR/31.0.1857.0",49.177.18.176
kitten1,2019-02-26 19:32:17.527427,"User-Agent,""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2376.0 Safari/537.36 OPR/31.0.1857.0",49.177.18.176
kitten2,2019-02-26 19:32:17.570479,"User-Agent,""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2376.0 Safari/537.36 OPR/31.0.1857.0",49.177.18.176
kitten3,2019-02-26 19:32:17.612159,"User-Agent,""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2376.0 Safari/537.36 OPR/31.0.1857.0",49.177.18.176
puppy1,2019-02-26 19:32:17.726365,"User-Agent,""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2376.0 Safari/537.36 OPR/31.0.1857.0",49.177.18.176
kitten3,2019-02-26 19:32:17.772097,"User-Agent,""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Xbox; Xbox One) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586",21.148.100.158
puppy1,2019-02-26 19:32:17.816731,"User-Agent,""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Xbox; Xbox One) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586",21.148.100.158
kitten1,2019-02-26 19:32:17.860814,"User-Agent,""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Xbox; Xbox One) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586",21.148.100.158
kitten1,2019-02-26 19:32:17.904589,"User-Agent,""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Xbox; Xbox One) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586",21.148.100.158
kitten3,2019-02-26 19:32:17.947992,"User-Agent,""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Xbox; Xbox One) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586",21.148.100.158
kitten1,2019-02-26 19:32:17.992171,"User-Agent,""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Xbox; Xbox One) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586",21.148.100.158
kitten3,2019-02-26 19:32:18.037318,"User-Agent,""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Xbox; Xbox One) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586",21.148.100.158
puppy3,2019-02-26 19:32:18.081296,"User-Agent,""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Xbox; Xbox One) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586",21.148.100.158
puppy3,2019-02-26 19:32:18.124493,"User-Agent,""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Xbox; Xbox One) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586",21.148.100.158
puppy1,2019-02-26 19:32:18.168557,"User-Agent,""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Xbox; Xbox One) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586",21.148.100.158
puppy3,2019-02-26 19:32:18.212202,"User-Agent,""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) GSA/4.2.1.37597 Mobile/11D25",50.173.152.34
kitten3,2019-02-26 19:32:18.256743,"User-Agent,""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) GSA/4.2.1.37597 Mobile/11D25",50.173.152.34
kitten1,2019-02-26 19:32:18.299995,"User-Agent,""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) GSA/4.2.1.37597 Mobile/11D25",50.173.152.34
kitten2,2019-02-26 19:32:18.342355,"User-Agent,""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) GSA/4.2.1.37597 Mobile/11D25",50.173.152.34
puppy2,2019-02-26 19:32:18.384916,"User-Agent,""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) GSA/4.2.1.37597 Mobile/11D25",50.173.152.34
kitten3,2019-02-26 19:32:18.428030,"User-Agent,""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) GSA/4.2.1.37597 Mobile/11D25",50.173.152.34
puppy2,2019-02-26 19:32:18.470230,"User-Agent,Mozilla/4.0 (compatible; MSIE 7.0; AOL 9.5; AOLBuild 4337.35; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727)",153.128.221.241
puppy1,2019-02-26 19:32:18.511702,"User-Agent,Mozilla/4.0 (compatible; MSIE 7.0; AOL 9.5; AOLBuild 4337.35; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727)",153.128.221.241
kitten1,2019-02-26 19:32:18.552974,"User-Agent,Mozilla/4.0 (compatible; MSIE 7.0; AOL 9.5; AOLBuild 4337.35; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727)",153.128.221.241
puppy3,2019-02-26 19:32:18.595582,"User-Agent,Mozilla/4.0 (compatible; MSIE 7.0; AOL 9.5; AOLBuild 4337.35; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727)",153.128.221.241
kitten3,2019-02-26 19:32:18.637949,"User-Agent,Mozilla/4.0 (compatible; MSIE 7.0; AOL 9.5; AOLBuild 4337.35; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727)",153.128.221.241
kitten1,2019-02-26 19:32:18.680158,"User-Agent,Mozilla/4.0 (compatible; MSIE 7.0; AOL 9.5; AOLBuild 4337.35; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727)",153.128.221.241
puppy1,2019-02-26 19:32:18.721556,"User-Agent,Mozilla/4.0 (compatible; MSIE 7.0; AOL 9.5; AOLBuild 4337.35; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727)",153.128.221.241
kitten1,2019-02-26 19:32:18.762619,"User-Agent,Mozilla/4.0 (compatible; MSIE 7.0; AOL 9.5; AOLBuild 4337.35; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727)",153.128.221.241
puppy3,2019-02-26 19:32:18.806336,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; zh-HK) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",62.62.125.115
puppy1,2019-02-26 19:32:18.850318,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; zh-HK) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",62.62.125.115
puppy2,2019-02-26 19:32:18.892882,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; zh-HK) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",62.62.125.115
kitten1,2019-02-26 19:32:18.935565,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; zh-HK) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",62.62.125.115
kitten3,2019-02-26 19:32:18.978628,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; zh-HK) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",62.62.125.115
puppy3,2019-02-26 19:32:19.022030,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; zh-HK) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",62.62.125.115
kitten2,2019-02-26 19:32:19.068215,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; zh-HK) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",62.62.125.115
puppy1,2019-02-26 19:32:19.111434,"User-Agent,""Mozilla/5.0 (Linux; U; Android 4.1.1; en-gb; Build/KLP) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30",35.35.46.25
puppy2,2019-02-26 19:32:19.153155,"User-Agent,""Mozilla/5.0 (Linux; U; Android 4.1.1; en-gb; Build/KLP) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30",35.35.46.25
kitten2,2019-02-26 19:32:19.194550,"User-Agent,""Mozilla/5.0 (Linux; U; Android 4.1.1; en-gb; Build/KLP) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30",35.35.46.25
kitten2,2019-02-26 19:32:19.236253,"User-Agent,""Mozilla/5.0 (Linux; U; Android 4.1.1; en-gb; Build/KLP) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30",35.35.46.25
puppy3,2019-02-26 19:32:19.278297,"User-Agent,""Mozilla/5.0 (Linux; U; Android 4.1.1; en-gb; Build/KLP) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30",35.35.46.25
puppy1,2019-02-26 19:32:19.321449,"User-Agent,""Mozilla/5.0 (Linux; U; Android 4.1.1; en-gb; Build/KLP) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30",35.35.46.25
kitten1,2019-02-26 19:32:19.363807,"User-Agent,""Mozilla/5.0 (Linux; U; Android 4.1.1; en-gb; Build/KLP) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30",35.35.46.25
kitten3,2019-02-26 19:32:19.405190,"User-Agent,""Mozilla/5.0 (Linux; U; Android 4.1.1; en-gb; Build/KLP) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30",35.35.46.25
kitten2,2019-02-26 19:32:19.448906,"User-Agent,""Mozilla/5.0 (Linux; U; Android 4.1.1; en-gb; Build/KLP) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30",35.35.46.25
kitten1,2019-02-26 19:32:19.491227,"User-Agent,""Mozilla/5.0 (Linux; U; Android 4.1.1; en-gb; Build/KLP) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30",35.35.46.25
puppy2,2019-02-26 19:32:19.533351,"User-Agent,""Mozilla/5.0 (Linux; Android 4.0.4; Galaxy Nexus Build/IMM76B) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.133 Mobile Safari/535.19",44.43.58.225
kitten1,2019-02-26 19:32:20.043198,"User-Agent,""Mozilla/5.0 (Linux; Android 4.0.4; Galaxy Nexus Build/IMM76B) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.133 Mobile Safari/535.19",44.43.58.225
puppy1,2019-02-26 19:32:20.087470,"User-Agent,""Mozilla/5.0 (Linux; Android 4.0.4; Galaxy Nexus Build/IMM76B) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.133 Mobile Safari/535.19",44.43.58.225
puppy3,2019-02-26 19:32:20.131196,"User-Agent,""Mozilla/5.0 (Linux; Android 4.0.4; Galaxy Nexus Build/IMM76B) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.133 Mobile Safari/535.19",44.43.58.225
puppy2,2019-02-26 19:32:20.174561,"User-Agent,""Mozilla/5.0 (Linux; Android 4.0.4; Galaxy Nexus Build/IMM76B) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.133 Mobile Safari/535.19",44.43.58.225
kitten2,2019-02-26 19:32:20.217634,"User-Agent,""Mozilla/5.0 (Linux; Android 4.0.4; Galaxy Nexus Build/IMM76B) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.133 Mobile Safari/535.19",44.43.58.225
kitten1,2019-02-26 19:32:20.260374,"User-Agent,""Mozilla/5.0 (Linux; Android 4.0.4; Galaxy Nexus Build/IMM76B) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.133 Mobile Safari/535.19",44.43.58.225
puppy2,2019-02-26 19:32:20.304249,"User-Agent,Mozilla/4.0 (compatible; MSIE 7.0; AOL 9.5; AOLBuild 4337.35; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727)",202.169.28.186
puppy3,2019-02-26 19:32:20.349141,"User-Agent,Mozilla/4.0 (compatible; MSIE 7.0; AOL 9.5; AOLBuild 4337.35; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727)",202.169.28.186
puppy3,2019-02-26 19:32:20.391726,"User-Agent,Mozilla/4.0 (compatible; MSIE 7.0; AOL 9.5; AOLBuild 4337.35; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727)",202.169.28.186
puppy2,2019-02-26 19:32:20.435665,"User-Agent,Mozilla/4.0 (compatible; MSIE 7.0; AOL 9.5; AOLBuild 4337.35; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727)",202.169.28.186
kitten2,2019-02-26 19:32:20.479196,"User-Agent,Mozilla/4.0 (compatible; MSIE 7.0; AOL 9.5; AOLBuild 4337.35; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727)",202.169.28.186
puppy1,2019-02-26 19:32:20.520878,"User-Agent,Mozilla/4.0 (compatible; MSIE 7.0; AOL 9.5; AOLBuild 4337.35; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727)",202.169.28.186
kitten1,2019-02-26 19:32:20.562544,"User-Agent,Mozilla/4.0 (compatible; MSIE 7.0; AOL 9.5; AOLBuild 4337.35; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727)",202.169.28.186
puppy2,2019-02-26 19:32:20.605188,"User-Agent,Mozilla/4.0 (compatible; MSIE 7.0; AOL 9.5; AOLBuild 4337.35; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727)",202.169.28.186
puppy1,2019-02-26 19:32:20.648724,"User-Agent,""Mozilla/5.0 (Linux; Android 5.1.1; Nexus 5 Build/LMY48B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.2357.65 Mobile Safari/537.36",30.208.168.121
puppy2,2019-02-26 19:32:20.691354,"User-Agent,""Mozilla/5.0 (Linux; Android 5.1.1; Nexus 5 Build/LMY48B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.2357.65 Mobile Safari/537.36",30.208.168.121
puppy3,2019-02-26 19:32:20.734473,"User-Agent,""Mozilla/5.0 (Linux; Android 5.1.1; Nexus 5 Build/LMY48B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.2357.65 Mobile Safari/537.36",30.208.168.121
kitten3,2019-02-26 19:32:20.776202,"User-Agent,""Mozilla/5.0 (Linux; Android 5.1.1; Nexus 5 Build/LMY48B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.2357.65 Mobile Safari/537.36",30.208.168.121
puppy2,2019-02-26 19:32:20.819162,"User-Agent,""Mozilla/5.0 (Linux; Android 5.1.1; Nexus 5 Build/LMY48B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.2357.65 Mobile Safari/537.36",30.208.168.121
puppy2,2019-02-26 19:32:20.862276,"User-Agent,""Mozilla/5.0 (Linux; Android 5.1.1; Nexus 5 Build/LMY48B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.2357.65 Mobile Safari/537.36",30.208.168.121
kitten3,2019-02-26 19:32:20.903979,"User-Agent,""Mozilla/5.0 (Linux; Android 5.1.1; Nexus 5 Build/LMY48B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.2357.65 Mobile Safari/537.36",30.208.168.121
kitten3,2019-02-26 19:32:20.946058,"User-Agent,""Mozilla/5.0 (Linux; Android 5.1.1; Nexus 5 Build/LMY48B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.2357.65 Mobile Safari/537.36",30.208.168.121
kitten2,2019-02-26 19:32:20.987635,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",83.63.55.17
puppy3,2019-02-26 19:32:21.031641,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",83.63.55.17
kitten3,2019-02-26 19:32:21.075763,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",83.63.55.17
puppy3,2019-02-26 19:32:21.117416,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",83.63.55.17
puppy3,2019-02-26 19:32:21.159543,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",83.63.55.17
kitten1,2019-02-26 19:32:21.201597,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",83.63.55.17
kitten1,2019-02-26 19:32:21.243298,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",83.63.55.17
kitten1,2019-02-26 19:32:21.285376,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",83.63.55.17
kitten1,2019-02-26 19:32:21.327939,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",83.63.55.17
kitten1,2019-02-26 19:32:21.370674,"User-Agent,""Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",83.63.55.17
kitten1,2019-02-26 19:32:21.411759,"User-Agent,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:10.0) Gecko/20100101 Firefox/10.0",160.145.112.173
kitten2,2019-02-26 19:32:21.453391,"User-Agent,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:10.0) Gecko/20100101 Firefox/10.0",160.145.112.173
puppy2,2019-02-26 19:32:21.494538,"User-Agent,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:10.0) Gecko/20100101 Firefox/10.0",160.145.112.173
kitten2,2019-02-26 19:32:21.535594,"User-Agent,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:10.0) Gecko/20100101 Firefox/10.0",160.145.112.173
puppy2,2019-02-26 19:32:21.577841,"User-Agent,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:10.0) Gecko/20100101 Firefox/10.0",160.145.112.173
kitten2,2019-02-26 19:32:21.618363,"User-Agent,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:10.0) Gecko/20100101 Firefox/10.0",160.145.112.173
puppy3,2019-02-26 19:32:21.659351,"User-Agent,""Mozilla/5.0 (SMART-TV; Linux; Tizen 2.3) AppleWebkit/538.1 (KHTML, like Gecko) SamsungBrowser/1.0 TV Safari/538.1",124.217.153.138
puppy1,2019-02-26 19:32:21.701290,"User-Agent,""Mozilla/5.0 (SMART-TV; Linux; Tizen 2.3) AppleWebkit/538.1 (KHTML, like Gecko) SamsungBrowser/1.0 TV Safari/538.1",124.217.153.138
puppy1,2019-02-26 19:32:21.744012,"User-Agent,""Mozilla/5.0 (SMART-TV; Linux; Tizen 2.3) AppleWebkit/538.1 (KHTML, like Gecko) SamsungBrowser/1.0 TV Safari/538.1",124.217.153.138
